ID,Source,Date Published,Pages,Title,Inventer,Filing Date,Applicant Name,Patent Number,Relevency
248,US-PGPUB,2024-10-10,8,COMPUTER-IMPLEMENTED METHOD AND SYSTEM FOR PREDICTING TRAJECTORIES OF PARTICIPANTS IN A TRAFFIC SCENE,Hallgarten; Marcel,2024-03-07,Robert Bosch GmbH,20240339030,4.3664007
249,US-PGPUB,2024-10-10,27,R-TWT BASED MULTI-AP COORDINATION,Shafin; Rubayet et al.,2024-03-12,"Samsung Electronics Co., Ltd.",20240340789,3.3153088
250,US-PGPUB,2024-10-10,111,CYCLOPROPYL-(HETERO)ARYL-SUBSTITUTED ETHYL-SULFOXIME-PYRIDINE DERIVATIVES,Herl?; Bart et al.,2024-02-20,"Boehringer Ingelheim Vetmedica GmbH,NIHON NOHYAKU CO., LTD.",20240336615,3.9162085
251,US-PGPUB,2024-10-10,24,ELECTRONIC DEVICE AND CONTROLLING METHOD THEREOF,KIM; Moon-Su,2024-02-13,"Samsung Electronics Co., Ltd.",20240338508,6.138525
252,US-PGPUB,2024-10-10,16,Camera System and Method for Generating a Combined Image Projection,Christiansen; Martin Peter et al.,2024-03-08,AGCO International GmbH,20240340545,4.7485805
253,US-PGPUB,2024-10-10,21,ANALYTE TRANSPORTING MEMBRANES FOR USE WITH ANALYTE SENSORS,Kossakovski; Dmitri A. et al.,2024-03-12,"Medtronic MiniMed, Inc.",20240335147,5.052632
254,US-PGPUB,2024-10-10,21,MACHINE LEARNING TECHNOLOGIES FOR IDENTIFYING CATEGORY PURCHASES AND GENERATING DIGITAL PRODUCT OFFERS,Smaniotto; Anthony David et al.,2024-03-19,"FETCH REWARDS, LLC",20240338726,4.850739
255,US-PGPUB,2024-10-10,16,ELECTRIC SUBMERSIBLE PUMP (ESP) SEAL UNIT,ROMER; Michael C. et al.,2024-03-14,ExxonMobil Technology and Engineering Company,20240337169,5.747055
256,US-PGPUB,2024-10-10,18,SYSTEMS AND METHODS FOR TEXT-TO-SPEECH SYNTHESIS,Min; Jeongki et al.,2024-03-13,Datum Point Labs Inc.,20240339103,3.6261404
257,US-PGPUB,2024-10-10,22,SYSTEMS AND METHODS FOR ANY TO ANY VOICE CONVERSION,Kim; Donghyeon et al.,2024-03-18,Datum Point Labs Inc.,20240339122,3.5309103
258,US-PGPUB,2024-10-10,34,REGION-BASED FILTERING,CRICR?; Francesco et al.,2024-03-15,Nokia Technologies Oy,20240340431,2.4588263
259,US-PGPUB,2024-10-10,24,Lithium Secondary Battery,Ji; Su Hyeon et al.,2024-03-20,"LG Energy Solution, Ltd.",20240339660,5.1804867
260,US-PGPUB,2024-10-10,48,REFERENCE SIGNAL RECEIVED POWER (RSRP) CHANGE THRESHOLD REFERENCE AND RELATION TO THE TIMING ADVANCE (TA) VALIDITY PROCEDURE FOR AREA-SPECIFIC SOUNDING REFERENCE SIGNALS (SRS) FOR POSITIONING,MANOLAKOS; Alexandros et al.,2024-03-21,QUALCOMM Incorporated,20240340094,2.2108498
261,US-PGPUB,2024-10-10,11,BROADBAND CAMOUFLAGE PATTERN FORMING DEVICE AND OPERATION METHOD THEREOF,KIM; Tae-Youb et al.,2024-02-27,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,20240338502,6.200407
262,US-PGPUB,2024-10-10,15,APPARATUS AND METHOD FOR IMPLEMENTING MANY DIFFERENT LOOP TYPES IN A MICROPROCESSOR,Tran; Thang Minh,2024-03-12,"Simplex Micro, Inc.",20240338220,4.0344224
263,US-PGPUB,2024-10-10,55,IMPLEMENTING A CONDUCTIVE TRACE AND A LIGHT-EMITTING DIODE (LED) ON A CARRIER STRUCTURE VIA SURFACE-MOUNT TECHNOLOGIES (SMT) AND LASER DIRECT STRUCTURING (LDS),CHANG; Le et al.,2024-02-27,"Meta Platforms Technologies, LLC",20240339580,5.966694
264,US-PGPUB,2024-10-10,35,MEASUREMENTS ASSOCIATED WITH A MAIN RADIO AND A LOW-POWER WAKE UP RECEIVER,SHARMA; Prashant et al.,2024-03-28,QUALCOMM Incorporated,20240340666,3.5627582
265,US-PGPUB,2024-10-10,21,SCHEDULING FOR MEMORY,Liu; Chun-Yi et al.,2024-03-15,"Micron Technology, Inc.",20240338149,5.432915
266,US-PGPUB,2024-10-10,28,SIDELINK SYNCHRONIZATION SIGNAL BLOCK REPETITION IN WIDEBAND COMMUNICATIONS,LIU; Chih-Hao et al.,2024-03-20,QUALCOMM Incorporated,20240340823,2.7737858
267,US-PGPUB,2024-10-10,21,MULTI-MODAL CONTEXTUALIZATION FOR OBJECT DETECTION,Paga; Venkata Rama Karthik et al.,2024-03-27,"Raven Industries, Inc.",20240338952,3.7593915
268,US-PGPUB,2024-10-10,7,DECORATIVE WREATH SYSTEM,Williams; Jennafer Diane,2024-03-28,Williams; Jennafer Diane,20240334882,5.6702986
269,US-PGPUB,2024-10-10,52,ULTRASOUND IMAGING DEVICE INCLUDING TOUCH SCREEN AND CONTROL METHOD THEREOF,Jin; Gilju et al.,2024-03-05,"Samsung Medison Co., Ltd.",20240335181,3.7178435
270,US-PGPUB,2024-10-10,18,LOW RADIAL FORCE LOCALIZING STENTS,Bluecher; Lukas et al.,2024-03-29,BVW Holding AG,20240335306,5.350487
271,US-PGPUB,2024-10-10,21,"BINDER FOR SECONDARY BATTERIES AND PREPARATION METHOD THEREOF, AS WELL AS SEPARATOR, BATTERY CELL, BATTERY AND ELECTRICAL APPARATUS",Li; Lei et al.,2024-03-28,"CONTEMPORARY AMPEREX TECHNOLOGY CO., LIMITED",20240339616,4.30001
272,US-PGPUB,2024-10-10,37,Medical Condition Visual Search,Bui; Peggy Yen Phuong et al.,2024-03-28,Google LLC,20240339217,4.6782465
273,US-PGPUB,2024-10-10,108,Systems for Detecting Vehicle Following Distance,Mazumder; Joy et al.,2024-03-28,Geotab Inc.,20240336275,2.9596846
274,US-PGPUB,2024-10-10,19,SYSTEM AND A METHOD FOR ANALYSING A FLUID SAMPLE,MEENA; Anurag et al.,2024-03-28,Neodocs Healthcare PVT. LTD.,20240338827,4.6640067
275,US-PGPUB,2024-10-10,47,COMB PATTERNS FOR SIDELINK POSITIONING REFERENCE SIGNAL,JEYARAJ; Jeya Pradha et al.,2024-04-02,QUALCOMM Incorporated,20240340139,2.192669
276,US-PGPUB,2024-10-10,42,PHYSICAL RESOURCE BLOCK ALLOCATION ALIGNMENT,AIROLDI; Roberto et al.,2024-02-09,QUALCOMM Incorporated,20240340050,3.0799937
277,US-PGPUB,2024-10-10,23,HIGH-EFFICACY NATURAL PRESERVATIVES,Granda; Cesar B. et al.,2024-04-02,"BioVeritas, LLC",20240334941,4.292905
278,US-PGPUB,2024-10-10,13,AUTHENTICATION RELAY SERVER AND COMPUTER READABLE STORAGE MEDIUM,MATSUO; Yuji,2024-03-10,OMRON Corporation,20240340181,4.2304106
279,US-PGPUB,2024-10-10,15,METHOD AND SYSTEM FOR ARTIFICIAL INTELLIGENCE-BASED GENERATION OF TRAVEL AND DINING REVIEWS,STANG; Christopher et al.,2024-01-26,"JPMorgan Chase Bank, N.A.",20240338737,6.284166
280,US-PGPUB,2024-10-10,14,FAILURE DIAGNOSIS SYSTEM FOR MARINE ENGINE COMBUSTION CHAMBER AND METHOD FOR DIAGNOSING FAILURE OF MARINE ENGINE COMBUSTION CHAMBER USING THE SAME,JANG; Hwasup et al.,2024-03-28,KOREAN REGISTER,20240337563,5.0836043
281,US-PGPUB,2024-10-10,37,EXTENDED REALITY SERVICE THAT CUSTOMIZES ACTIONS BASED ON IMMERSIVE PLATFORM TYPES,CASTEDO ECHEVERRI; Alejandro et al.,2024-03-29,Heizenrader LLC,20240338105,4.93323
282,US-PGPUB,2024-10-10,56,COMB OFFSET INDICATION FOR SIDELINK POSITIONING REFERENCE SIGNAL,JEYARAJ; Jeya Pradha et al.,2024-04-02,QUALCOMM Incorporated,20240340140,2.2119668
283,US-PGPUB,2024-10-10,86,"TECHNIQUES AND GRAPHICS-PROCESSING ASPECTS FOR ENABLING SCENE RESPONSIVENESS IN MIXED-REALITY ENVIRONMENTS, INCLUDING BY USING SITUATED DIGITAL TWINS, AND SYSTEMS AND METHODS OF USE THEREOF",Kari; Mohamed et al.,2024-04-02,"Meta Platforms Technologies, LLC",20240338908,6.495742
284,US-PGPUB,2024-10-10,14,"INTERCELL COOLING ELEMENT, BATTERY ARRANGEMENT, MOTOR VEHICLE, AND METHOD FOR PRODUCING AN INTERCELL COOLING ELEMENT",LORENZ; Carsten et al.,2024-03-12,AUDI AG,20240339693,4.6525917
285,US-PGPUB,2024-10-10,23,METHOD AND APPARATUS FOR PROCESSING VIDEO,PARK; Jaeyeon et al.,2024-03-27,"SAMSUNG ELECTRONICS CO.,LTD.",20240338831,4.4107466
286,US-PGPUB,2024-10-10,26,BUTTER PRODUCTS AND SYSTEMS AND METHODS FOR MAKING BUTTER PRODUCTS,"Steinhauer, Jr.; Gary Alan et al.",2024-04-02,"Steinhauer, Jr.; Gary Alan,Steinhauer; Randall Lee",20240334946,5.3223076
287,US-PGPUB,2024-10-10,52,TIMING ADVANCE ACQUISITION IN LAYER 1/LAYER 2-TRIGGERED MOBILITY,AKL; Naeem et al.,2024-03-26,QUALCOMM Incorporated,20240340964,1.9922462
288,US-PGPUB,2024-10-10,15,"DRIVER MONITORING DEVICE, DRIVER MONITORING METHOD, AND NON-TRANSITORY RECORDING MEDIUM",OMI; Takuhiro et al.,2024-03-25,"TOYOTA JIDOSHA KABUSHIKI KAISHA,AISIN CORPORATION",20240336269,3.5185204
289,US-PGPUB,2024-10-10,23,SYSTEMS AND METHODS FOR DIVERSE IMAGE INPAINTING,Yoon; Dongsik et al.,2024-04-02,Datum Point Labs Inc.,20240338802,4.6552825
290,US-PGPUB,2024-10-10,26,SYSTEMS AND METHODS FOR GESTURE GENERATION FROM TEXT,Kim; Gwantae et al.,2024-04-03,Datum Point Labs Inc.,20240338874,3.3065495
291,US-PGPUB,2024-10-10,48,METHOD AND APPARATUS FOR SIDELINK COMMUNICATION,WU; Min et al.,2024-04-04,"SAMSUNG ELECTRONICS CO., LTD.",20240340142,3.5707045
292,US-PGPUB,2024-10-10,17,LASER INDUCED BREAKDOWN SPECTROSCOPE ANALYZING AEROSOL,Yune; Jiwon et al.,2024-04-05,SDT Inc.,20240337600,3.7306995
293,US-PGPUB,2024-10-10,64,DESMOPRESSIN ORAL COMPOSITIONS,TU; Yu-Hsing et al.,2024-04-03,Tulex Pharmaceuticals Inc.,20240335501,4.3174644
294,US-PGPUB,2024-10-10,95,"USE OF BIOMARKERS TO DETERMINE WHETHER A SUBJECT HAS SUSTAINED, MAY HAVE SUSTAINED OR IS SUSPECTED OF SUSTAINING A SUBACUTE ACQUIRED BRAIN INJURY (ABI)",McQuiston; Beth et al.,2024-04-11,Abbott Laboratories,20240337668,1.6903867
295,US-PGPUB,2024-10-10,38,UNIFIED TCI FOR PUSCH AND PUCCH,BAI; Tianyang et al.,2024-04-04,QUALCOMM Incorporated,20240340147,3.7264488
296,US-PGPUB,2024-10-10,45,METHOD AND SYSTEM FOR CUSTOMIZED DETECTION TRACKING AND COUNTING OF PEOPLE,Khan; Arshad Ali et al.,2024-04-05,ELM Information Security Company,20240338946,6.0881715
297,US-PGPUB,2024-10-10,26,ELECTRONIC MODULE AND IMAGING APPARATUS,OYAMA; RYUJI,2024-04-02,CANON KABUSHIKI KAISHA,20240340510,3.6679657
298,US-PGPUB,2024-10-10,9,AUTOLOGOUS LEFT VENTRICLE ASSIST DEVICE,"Boutros, M.D., F.A.C.S.; Sean",2024-04-05,"Boutros, M.D., F.A.C.S.; Sean",20240335652,5.301038
299,US-PGPUB,2024-10-10,16,Method of Reconstructing Channel State Information and Apparatus Comprising at Least One Processor,BARBU; Oana-Elena et al.,2024-03-28,Nokia Solutions and Networks Oy,20240340056,5.600351
300,US-PGPUB,2024-10-10,28,DATA PLATFORM USING GENERATIVE ARTIFICIAL INTELLIGENCE BASED ANALYSIS AND QUERIES APPLIED TO DATA SOURCES,HAZEL; Thomas,2024-04-04,"ChaosSearch, Inc.",20240338361,5.6560645
301,US-PGPUB,2024-10-10,36,METHOD AND DEVICE FOR MANAGING SECURITY KEY FOR PERFORMING CONTINUOUS CONDITIONAL PSCELL CHANGE IN NEXT-GENERATION MOBILE COMMUNICATION SYSTEM,JIN; Seungri et al.,2024-03-26,"Samsung Electronics Co., Ltd.",20240340751,4.972404
302,US-PGPUB,2024-10-10,24,FEDERATED LEARNING,CHATTERJEE; Soumyajit et al.,2024-04-01,Nokia Technologies Oy,20240338574,4.3164124
303,US-PGPUB,2024-10-10,29,INTERACTIVE SEMANTIC DOCUMENT MAPPING AND NAVIGATION WITH MEANING-BASED FEATURES,Malon; Christopher et al.,2024-04-05,"NEC Laboratories America, Inc.",20240338393,2.9807422
304,US-PGPUB,2024-10-10,37,METHOD AND APPARATUS FOR TRANSCEIVING UE CAPABILITY INFORMATION RELATED WITH SIDELINK POSITIONING IN WIRELESS COMMUNICATION SYSTEM,YU; Jeongseok et al.,2024-03-28,"Samsung Electronics Co., Ltd.",20240340841,4.7743444
305,US-PGPUB,2024-10-10,28,METHOD AND APPARATUS FOR MEASURING QOE IN RRC INACTIVE MODE AND RRC IDLE MODE IN WIRELESS COMMUNICATION SYSTEM,JEONG; Seungbeom et al.,2024-03-29,"Samsung Electronics Co., Ltd.",20240340991,5.118943
306,US-PGPUB,2024-10-10,22,METHOD AND APPARATUS FOR SUPPORTING SERVICE CONTINUITY BY CONSIDERING NETWORK SLICE AREA IN A WIRELESS COMMUNICATION SYSTEM,SUH; Dongeun et al.,2024-04-05,"Samsung Electronics Co., Ltd.",20240340721,4.397822
307,US-PGPUB,2024-10-10,10,LITHIUM SECONDARY BATTERY,LEE; Jae Yeong et al.,2024-04-01,"SK ON CO., LTD.",20240339666,5.7962165
308,US-PGPUB,2024-10-10,25,METHODS PERFORMED BY USER EQUIPMENT AND BASE STATION,FU; Yanze et al.,2024-04-04,"SAMSUNG ELECTRONICS CO., LTD.",20240340749,4.317681
309,US-PGPUB,2024-10-10,44,METHOD AND DEVICE FOR COMMUNICATION USING NETWORK-CONTROLLED REPEATER IN WIRELESS COMMUNICATION SYSTEM,LEE; Kyunggyu et al.,2024-04-05,"Samsung Electronics Co., Ltd.",20240340073,2.614088
310,US-PGPUB,2024-10-10,76,"SWITCHABLE STRUCTURED ILLUMINATION GENERATOR, LIGHT GUIDE DISPLAY SYSTEM WITH STRAY LIGHT REDUCTION, AND STRESS-NEUTRAL OPTICAL COATING",CHANG; Kai-Han,2024-03-16,"Meta Platforms Technologies, LLC",20240337785,5.9321203
311,US-PGPUB,2024-10-10,28,SYSTEM FOR AUTONOMOUS TRAINING AND ENRICHMENT OF ANIMALS,Arumugham; Karthik et al.,2024-04-05,"Porter Al Labs, Inc.",20240334906,4.0111403
312,US-PGPUB,2024-10-10,41,METHOD AND APPARATUS FOR REPORTING CHANNEL STATE INFORMATION TO REDUCE WIRELESS POWER,Park; kyujin,2024-04-03,KT CORPORATION,20240340677,4.104972
313,US-PGPUB,2024-10-10,37,METHOD AND APPARATUS FOR USER EQUIPMENT IN NEXT-GENERATION MOBILE COMMUNICATION SYSTEM,JEONG; Seungbeom et al.,2024-04-05,"SAMSUNG ELECTRONICS CO., LTD.",20240340852,3.8027804
314,US-PGPUB,2024-10-10,21,METHOD AND APPARATUS FOR INDICATING LOSS OF COVERAGE IN NETWORK,WATFA; Mahmoud,2024-04-09,"Samsung Electronics Co., Ltd.",20240340778,4.9919977
315,US-PGPUB,2024-10-10,38,NEAR-FIELD-COMMUNICATION-BASED POWER CONTROL FOR AN ANALYTE SENSOR SYSTEM,SAGAN; Didier,2024-04-05,"Dexcom, Inc.",20240339850,2.603952
316,US-PGPUB,2024-10-10,38,"MEDICAL SUPPORT DEVICE, ENDOSCOPE SYSTEM, MEDICAL SUPPORT METHOD, AND PROGRAM",WATANABE; Hiroki,2024-03-18,FUJIFILM Corporation,20240335093,4.536329
317,US-PGPUB,2024-10-10,48,"APPARATUS, SENSOR SYSTEM, ELECTRONIC DEVICE AND METHOD",Melnikov; Alexandr,2024-03-19,Infineon Technologies AG,20240337727,4.182524
318,US-PGPUB,2024-10-10,18,TECHNIQUES FOR TRAINING MACHINE LEARNING MODELS USING ROBOT SIMULATION DATA,GARRETT; Caelan Reed et al.,2024-03-15,NVIDIA CORPORATION,20240338598,3.5911233
319,US-PGPUB,2024-10-10,55,STRAIN SENSOR FOR MONITORING PLANT ELONGATION,Diao; Ying et al.,2024-04-08,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,20240337641,2.7662325
320,US-PGPUB,2024-10-10,16,AUTONOMOUS INFANT SMART SCALE AND CHANGING TABLE,Fornell; Peter,2024-04-08,"HB Innovations, Inc.",20240337523,5.80789
321,US-PGPUB,2024-10-10,50,RADIO RESOURCE CONTROL MODEL DELIVERY,KUMAR; Rajeev et al.,2024-04-02,QUALCOMM Incorporated,20240340662,5.520974
322,US-PGPUB,2024-10-10,18,SYSTEM AND METHOD FOR GENERATING A NON-ITERATIVE ARTIFICIAL NEURAL NETWORK,Eswaran; Kumar,2024-04-08,Eswaran; Kumar,20240338566,6.273357
323,US-PGPUB,2024-10-10,34,NODE AND USER EQUIPMENT IN WIRELESS COMMUNICATION SYSTEM AND METHOD PERFORMED BY THE SAME,LI; Pengru et al.,2024-04-02,"Samsung Electronics Co., Ltd.",20240340141,2.6141841
324,US-PGPUB,2024-10-10,18,METHOD AND SYSTEM FOR MANAGING PERSONAL IOT NETWORK SERVICES,RAMAMOORTHY; Arunprasath,2024-04-05,"Samsung Electronics Co., Ltd.",20240340621,4.5261035
325,US-PGPUB,2024-10-10,19,METHODS AND APPARATUS FOR HANDLING NON-3GPP SLICE REGISTRATION IN A WIRELESS COMMUNICATION SYSTEM,KUMAR; Lalith et al.,2024-04-09,"Samsung Electronics Co., Ltd.",20240340849,4.5812154
326,US-PGPUB,2024-10-10,31,Training a Learning Model using a Digital Twin,Harvey; Troy Aaron et al.,2024-04-05,"PassiveLogic, Inc.",20240338602,3.0093086
327,US-PGPUB,2024-10-10,42,ARTIFICIAL INTELLIGENCE SYSTEM USER INTERFACES,Copes; Martin et al.,2024-04-02,Palantir Technologies Inc.,20240338232,6.003664
328,US-PGPUB,2024-10-10,29,RESOURCE ALLOCATION AND TRANSMISSION METHOD AND APPARATUS FOR UPLINK SIGNAL,XIONG; Qi et al.,2024-04-01,"Samsung Electronics Co., Ltd.",20240340965,3.8892133
329,US-PGPUB,2024-10-10,41,"DEVICES, SYSTEMS, AND METHODS FOR BONE BALANCE ADJUSTMENT BASED ON OSTEOPHYTE DETECTION",BONO; James,2024-03-29,MAKO Surgical Corporation,20240338818,4.219047
330,US-PGPUB,2024-10-10,20,ELECTROMAGNETIC WAVE FOCUSING FOR CONCENTRIC PIPE EVALUATION,Larbi Zeghlache; Mohamed et al.,2024-03-29,"SAUDI ARABIAN OIL COMPANY,GOWELL INTERNATIONAL LLC",20240337476,3.7309818
331,US-PGPUB,2024-10-10,11,CHARGING PILE,WANG; GUANHSIUNG,2024-03-28,Luxshare Precision Industry Company Limited,20240336155,5.169714
332,US-PGPUB,2024-10-10,10,METHOD AND SYSTEM FOR PROVIDING CUSTOMIZED GENERATIVE AI OUTPUT,Donnenfeld; Gregg,2024-04-04,Donnenfeld; Gregg,20240338971,5.853275
333,US-PGPUB,2024-10-10,14,"INSTRUMENT FOR OPENING A CAPSULAR BAG IN AN EYE, AND TREATMENT DEVICE INCLUDING THE INSTRUMENT",Hillenbrand; Matthias et al.,2024-04-02,Carl Zeiss Meditec AG,20240335321,4.115256
334,US-PGPUB,2024-10-10,31,IOT-BASED PODIATRIC ACTIVITY TRACKING AND RECOMMENDATION SYSTEM,BHUNIA; Swarup et al.,2024-03-29,"University of Florida Research Foundation, Incorporated",20240335138,3.3050027
335,US-PGPUB,2024-10-10,13,"SEPARATOR, ELECTROCHEMICAL DEVICE CONTAINING SAME, AND ELECTRONIC DEVICE",ZHU; Mingchang et al.,2024-03-29,Ningde Amperex Technology Limited,20240339731,3.505097
336,US-PGPUB,2024-10-10,29,METHOD AND APPARATUS FOR EXTENDED DISCONTINUOUS RECEPTION IN WIRELESS COMMUNICATION SYSTEM,JEONG; Seungbeom et al.,2024-04-04,"Samsung Electronics Co., Ltd.",20240341006,2.9940891
337,US-PGPUB,2024-10-10,11,SEPARATOR FOR ELECTROCHEMICAL DEVICE AND ELECTROCHEMICAL DEVICE INCLUDING THE SAME,BANG; Ji Hyun et al.,2024-02-06,"LG ENERGY SOLUTION, LTD.",20240339724,3.5911043
338,US-PGPUB,2024-10-10,11,"METHOD AND DEVICE FOR SORTING, VALUATION AND LABELING OF PRODUCTS PROVIDED WITH AN IDENTIFICATION CODE, SUCH AS BOOKS, AND DIGITAL MEDIA SUCH AS CD, DVD AND VHS CASSETTES",VANDEPUTTE; Maurits,2024-03-22,VALVAN NV,20240338655,6.1764483
339,US-PGPUB,2024-10-10,14,"THREAD TRAVERSING DEVICE, THREAD GUIDE HOUSING AND METHOD",Dahlmanns; Jan et al.,2024-03-30,Saurer Spinning Solutions GmbH &amp; Co. KG,20240336454,4.62351
340,US-PGPUB,2024-10-10,21,SYSTEM AND METHOD FOR A DIGITAL HEALTH PLATFORM PROVIDING REMOTE RESIDENCE HAZARD ANALYSIS,Robinson; Gracyn,2024-04-08,RenovaHealth Corp.,20240338497,5.8098345
341,US-PGPUB,2024-10-10,18,Method and System of Developing and Executing Test Program for Verifying DUT,Amelio; Giuseppe,2024-03-28,Microtest S.p.A.,20240337683,6.18456
342,US-PGPUB,2024-10-10,30,METHOD AND APPARATUS FOR SELECTING BSR FORMAT IN WIRELESS COMMUNICATION SYSTEM,SUN; Weiping et al.,2024-04-04,"Samsung Electronics Co., Ltd.",20240340691,4.009416
343,US-PGPUB,2024-10-10,14,"THREAD TRAVERSING DEVICE, TEXTILE MACHINE AND METHOD",Spitzer; Michael,2024-03-30,Saurer Spinning Solutions GmbH &amp; Co. KG,20240336453,4.7002573
344,US-PGPUB,2024-10-10,11,Artificial Intelligence Guided Production of Cells and Organs from Pluripotent Stem Cells,Ichim; Thomas et al.,2024-04-09,"Creative Medical Technologies, Inc.",20240339176,6.2633667
345,US-PGPUB,2024-10-10,15,MANYCORE SYSTEM,KIM; Ju Hyun et al.,2024-04-03,"MetisX CO., Ltd.",20240338243,3.9430845
346,US-PGPUB,2024-10-10,52,METHOD AND DEVICE FOR ENERGY SAVING IN WIRELESS COMMUNICATION SYSTEM,YI; Junyung et al.,2024-04-05,"Samsung Electronics Co., Ltd.",20240340059,3.7407446
347,US-PGPUB,2024-10-10,19,METHOD AND DEVICE FOR NETWORK SLICE REPLACEMENT BASED ON TERMINAL IN WIRELESS COMMUNICATION SYSTEM,SUH; Dongeun et al.,2024-04-05,"Samsung Electronics Co., Ltd.",20240340763,4.6351295
348,US-PGPUB,2024-10-10,41,METHOD AND APPARATUS FOR SECURITY HANDLING IN SUBSEQUENT CONDITIONAL PSCELL CHANGE IN NEXT GENERATION WIRELESS SYSTEMS,HWANG; June,2024-04-05,"Samsung Electronics Co., Ltd.",20240340754,4.664284
349,US-PGPUB,2024-10-10,27,SYSTEMS AND METHODS FOR GESTURE GENERATION FROM TEXT AND NON-SPEECH,Kim; Gwantae et al.,2024-04-04,Datum Point Labs Inc.,20240338560,3.3007133
350,US-PGPUB,2024-10-10,28,METHOD AND APPARATUS FOR HANDOVER OF USER EQUIPMENT IN NES CELL IN A NEXT GENERATION MOBILE COMMUNICATION SYSTEM,JUNG; Byounghoon et al.,2024-04-03,"Samsung Electronics Co., Ltd.",20240340753,4.1960135
351,US-PGPUB,2024-10-10,21,METHOD AND APPARATUS FOR MANAGING KEYS IN DUAL CONNECTIVITY IN MOBILE COMMUNICATION SYSTEM,CHOI; Hongjin et al.,2024-04-05,"Samsung Electronics Co., Ltd.",20240340641,3.432515
352,US-PGPUB,2024-10-10,18,CONVERSATIONAL TEACHING METHOD AND SYSTEM AND SERVER THEREOF,HSU; WEN-LIAN,2024-04-03,ASIA UNIVERSITY,20240339041,3.8138065
353,US-PGPUB,2024-10-10,34,Automated Foodstuff Singulation System,Liu; Wenbo et al.,2024-04-04,"Liu; Wenbo,Lu; Yuzhen,Jing; Yi",20240338656,6.0421944
354,US-PGPUB,2024-10-10,29,ACTIVITY TIME RESERVATION AND MANAGEMENT SYSTEM,Segal; Joshua Adam et al.,2024-04-10,GOLFdistrict Inc.,20240338614,4.3918333
355,US-PGPUB,2024-10-10,14,ARTIFICIAL INTELLIGENCE-ASSISTED GAIT ANALYSIS OF CHRISTIANSON SYNDROME PATIENTS,Morrow; Eric M. et al.,2024-04-05,Brown University,20240338820,6.312925
356,US-PGPUB,2024-10-10,32,METHOD AND APPARATUS RELATED TO POSITIONING,XIONG; Qi et al.,2024-04-01,"Samsung Electronics Co., Ltd.",20240340843,4.708243
357,US-PGPUB,2024-10-10,32,APPARATUS AND METHOD FOR MANAGING CONTEXT ASSOCIATED WITH A UE DURING DISCONTINUOUS COVERAGE SCENARIO IN A WIRELESS COMMUNICATION SYSTEM,KUMAR; Lalith et al.,2024-04-04,"SAMSUNG ELECTRONICS CO., LTD.",20240340837,4.4987545
358,US-PGPUB,2024-10-10,30,METHOD AND APPARATUS FOR MANAGING SYNCHRONIZATION SOURCE COLLISIONS IN MISSION CRITICAL SERVICES,KOLATI; Naveen et al.,2024-03-21,"Samsung Electronics Co., Ltd.",20240340264,2.9572601
359,US-PGPUB,2024-10-10,40,TWT BASED MULTI-AP COOPERATION,Shafin; Rubayet et al.,2024-03-11,"Samsung Electronics Co., Ltd.",20240340881,3.0712337
360,US-PGPUB,2024-10-10,21,Conflict Avoidance for Bank-Shared Circuitry that supports Usage-Based Disturbance Mitigation,Kim; Kang-Yong et al.,2024-04-05,"Micron Technology, Inc.",20240338126,3.432515
361,US-PGPUB,2024-10-10,20,"SYSTEM AND METHOD FOR IDENTIFYING, ASSESSING, EVALUATING AND MANAGING RISKS OF SOFTWARE UPDATES",Krishnan; Gopal N.,2024-04-03,Krishnan; Gopal N.,20240338457,4.799214
362,US-PGPUB,2024-10-10,23,SYSTEMS AND METHODS FOR PACKAGE-TO-PACKAGE COMMUNICATION,Hong; Jumnit et al.,2024-04-03,"Meta Platforms Technologies, LLC",20240338267,6.4561543
363,US-PGPUB,2024-10-10,20,REAL-TIME ASSISTANCE FOR A CUSTOMER AT A POINT OF DECISION THROUGH HARDWARE AND SOFTWARE SMART INDICATORS DETERMINISTICALLY GENERATED THROUGH ARTIFICIAL INTELLIGENCE,Mico; Theodore et al.,2024-04-04,GLADLY SOFTWARE INC.,20240338710,6.4534965
364,US-PGPUB,2024-10-10,16,Efficient content extraction from unstructured dialog text,Huang; Yun et al.,2024-04-04,The Board of Trustees of the University of Illinois,20240338398,3.5813837
365,US-PGPUB,2024-10-10,21,SYSTEMS AND METHODS FOR MULTI-PARTY TRANSACTIONS,Nunally; Patrick,2024-04-04,Datum Point Labs Inc.,20240338723,3.3155022
366,US-PGPUB,2024-10-10,26,MEASUREMENT REPORTING,KOLL?R; Martin et al.,2024-04-03,Nokia Technologies Oy,20240340678,3.0769343
367,US-PGPUB,2024-10-10,22,METHOD AND APPARATUS FOR PROVISIONING OF PAYLOAD DATA STRUCTURE INFORMATION FOR EFFICIENT DATA TRANSMISSION IN LOWER LAYER,RHYU; Sungryeul et al.,2024-04-04,"Samsung Electronics Co., Ltd.",20240340696,4.417732
368,US-PGPUB,2024-10-10,17,LIGHTSPILL DISPLAY FOR PASS-THROUGH VIDEO,Pomerantz; Stuart M,2024-04-01,Apple Inc.,20240338889,4.574425
